text,is_bold,font_size,font_size_rank,centeredness,spacing_before,spacing_after,is_valid_length,page_no
return,0,7,0.26,0.14,0.0,0.0,1,207
},0,7,0.17,0.14,0.0,0.0,0,207
"post, err := retrieve(id)",0,7,0.26,0.14,0.0,0.0,1,207
Gets data from the database,1,9,0.39,0.47,0.0,0.0,1,207
if err != nil {,0,7,0.26,0.14,0.0,0.0,1,207
into Post struct,1,9,0.39,0.47,0.0,0.0,1,207
return,0,7,0.26,0.14,0.0,0.0,1,207
},0,7,0.17,0.14,0.0,0.0,0,207
len := r.ContentLength,0,7,0.26,0.14,0.0,0.0,1,207
Reads JSON data,1,9,0.39,0.49,0.0,0.0,1,207
"body := make([]byte, len)",0,7,0.26,0.14,0.0,0.0,1,207
from request body Unmarshals JSON data,1,9,0.39,0.49,0.0,0.0,1,207
r.Body.Read(body),0,7,0.26,0.14,0.0,0.0,1,207
into Post struct,1,9,0.39,0.68,0.0,0.0,1,207
"json.Unmarshal(body, &post)",0,7,0.26,0.14,0.0,0.0,1,207
err = post.update(),0,7,0.26,0.14,0.0,0.0,1,207
Updates the,1,9,0.39,0.47,0.0,0.0,1,207
if err != nil {,0,7,0.26,0.14,0.0,0.0,1,207
database,1,9,0.39,0.47,0.0,0.0,1,207
return,0,7,0.26,0.14,0.0,0.0,1,207
},0,7,0.17,0.14,0.0,0.0,0,207
w.WriteHeader(200),0,7,0.26,0.14,0.0,0.0,1,207
return,0,7,0.26,0.14,0.0,0.0,1,207
},0,7,0.17,0.14,0.0,0.02,0,207
Updating the post involves retrieving the post and then updating its information with,0,9,0.21,0.14,0.02,0.0,0,207
the information sent through the,0,9,0.3,0.14,0.0,0.0,1,207
"PUT request. Once you’ve retrieved the post, you",0,9,0.21,0.43,0.0,0.0,1,207
"read the body of the request, and then unmarshal the contents into the retrieved post",0,9,0.21,0.14,0.0,0.0,0,207
and call the update method on it.,0,9,0.3,0.14,0.0,0.0,1,207
"To see this in action, run this command through the console:",0,9,0.3,0.17,0.0,0.01,1,207
"curl -i -X PUT -H ""Content-Type: application/json""  -d '{""content"":""Updated",0,7,0.17,0.14,0.01,0.0,0,207
➥,0,10,0.23,0.14,0.0,0.0,0,207
"post"",""author"":""Sau Sheong""}' http://127.0.0.1:8080/post/1",0,7,0.26,0.17,0.0,0.02,1,207
id,0,9,0.12,0.82,0.02,0.0,0,207
Note that unlike when you’re creating the post using,0,9,0.3,0.14,0.0,0.0,1,207
"POST , you need to send in the",0,9,0.21,0.58,0.0,0.0,1,207
of the post you want to update through the,0,9,0.3,0.14,0.0,0.0,1,207
URL . You should see something like this:,0,9,0.21,0.5,0.0,0.01,1,207
HTTP/1.1 200 OK,0,7,0.26,0.14,0.01,0.0,1,207
"Date: Sun, 12 Apr 2015 14:29:39 GMT",0,7,0.26,0.14,0.0,0.0,1,207
Content-Length: 0,0,7,0.26,0.14,0.0,0.0,1,207
Content-Type: text/plain; charset=utf-8,0,7,0.26,0.14,0.0,0.02,1,207
Now check the database and see what you have. Run this single line,0,9,0.3,0.14,0.02,0.0,1,207
SQL query from,0,9,0.21,0.71,0.0,0.0,1,207
the console again:,0,9,0.3,0.14,0.0,0.01,1,207
"psql -U gwp -d gwp -c ""select * from posts;""",0,7,0.26,0.14,0.01,0.01,1,207
You should see this:,0,9,0.3,0.14,0.01,0.01,1,207
id |   content    |   author,0,7,0.26,0.14,0.01,0.0,1,207
----+--------------+------------,0,7,0.26,0.14,0.0,0.0,1,207
1 | Updated post | Sau Sheong,0,7,0.26,0.14,0.0,0.0,1,207
(1 row),0,7,0.26,0.14,0.0,0.0,1,207
188,1,9,0.39,0.06,0.0,0.0,0,208
Go web services,1,9,0.39,0.43,0.0,0.0,1,208
C 7,1,7,0.26,0.35,0.0,0.0,0,208
HAPTER,1,6,0.33,0.36,0.0,0.03,1,208
"Deleting the post through the web service, shown in the following listing, involves sim-",0,9,0.21,0.13,0.03,0.0,0,208
delete method on it.,0,9,0.21,0.44,0.0,0.0,1,208
ply retrieving the post and calling the,0,9,0.3,0.13,0.0,0.03,1,208
Listing 7.19 Function that deletes a post,1,9,0.48,0.15,0.03,0.02,1,208
"func handleDelete(w http.ResponseWriter, r *http.Request) (err error) {",0,7,0.17,0.13,0.02,0.0,0,208
"id, err := strconv.Atoi(path.Base(r.URL.Path))",0,7,0.26,0.13,0.0,0.0,1,208
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,208
return,0,7,0.26,0.13,0.0,0.0,1,208
},0,7,0.17,0.13,0.0,0.0,0,208
"post, err := retrieve(id)",0,7,0.26,0.13,0.0,0.0,1,208
Gets data from database,1,9,0.39,0.48,0.0,0.0,1,208
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,208
into Post struct,1,9,0.39,0.48,0.0,0.0,1,208
return,0,7,0.26,0.13,0.0,0.0,1,208
},0,7,0.17,0.13,0.0,0.0,0,208
err = post.delete(),0,7,0.26,0.13,0.0,0.0,1,208
Deletes post data,1,9,0.39,0.45,0.0,0.0,1,208
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,208
in database,1,9,0.39,0.45,0.0,0.0,1,208
return,0,7,0.26,0.13,0.0,0.0,1,208
},0,7,0.17,0.13,0.0,0.0,0,208
w.WriteHeader(200),0,7,0.26,0.13,0.0,0.0,1,208
return,0,7,0.26,0.13,0.0,0.0,1,208
},0,7,0.17,0.13,0.0,0.02,0,208
"Notice that in both updating and deleting the post, you write the 200 status code to",0,9,0.21,0.13,0.02,0.0,0,208
"indicate all is well. If there was an error along the way, it would’ve been returned to",0,9,0.21,0.13,0.0,0.0,0,208
handlePost ) and a 500 status code,0,9,0.21,0.51,0.0,0.0,1,208
the calling function (the handler function,0,9,0.3,0.13,0.0,0.0,1,208
would’ve been sent back.,0,9,0.3,0.13,0.0,0.0,1,208
Let’s make a final call to c,0,9,0.3,0.15,0.0,0.0,1,208
URL to delete the post record:,0,9,0.21,0.36,0.0,0.01,1,208
curl -i -X DELETE http://127.0.0.1:8080/post/1,0,7,0.26,0.13,0.01,0.01,1,208
You should see something like this:,0,9,0.3,0.13,0.01,0.01,1,208
HTTP/1.1 200 OK,0,7,0.26,0.13,0.01,0.0,1,208
"Date: Sun, 12 Apr 2015 14:38:59 GMT",0,7,0.26,0.13,0.0,0.0,1,208
Content-Length: 0,0,7,0.26,0.13,0.0,0.0,1,208
Content-Type: text/plain; charset=utf-8,0,7,0.26,0.13,0.0,0.02,1,208
Don’t forget to run the single line,0,9,0.3,0.13,0.02,0.0,1,208
"SQL query again, and this time you should see noth-",0,9,0.21,0.41,0.0,0.0,1,208
ing in the table:,0,9,0.3,0.13,0.0,0.01,1,208
id | content | author,0,7,0.26,0.13,0.01,0.0,1,208
----+---------+--------,0,7,0.26,0.13,0.0,0.0,1,208
(0 rows),0,7,0.26,0.13,0.0,0.01,1,208
7.7 Summary,1,12,0.54,0.06,0.01,0.01,1,208
"A major use of Go today is to write web services, so being able to at least under-",0,9,0.21,0.18,0.01,0.0,0,208
■,0,4,0.11,0.15,0.0,0.01,0,208
stand how to build web services is a valuable skill.,0,9,0.3,0.18,0.01,0.01,1,208
There are mainly two types of web services:,0,9,0.3,0.18,0.01,0.0,1,208
SOAP -based and REST -based web,0,9,0.21,0.55,0.0,0.0,1,208
■,0,4,0.11,0.15,0.0,0.01,0,208
services:,0,9,0.3,0.18,0.01,0.01,1,208
– SOAP is a protocol for exchanging structured data that’s defined in,0,9,0.3,0.18,0.01,0.0,1,208
XML .,0,9,0.21,0.78,0.0,0.0,1,208
"Because their messages can become quite complicated,",0,9,0.3,0.2,0.0,0.0,1,208
-based,0,9,0.21,0.77,0.0,0.0,1,208
WSDL,0,9,0.21,0.32,0.0,0.0,1,208
SOAP,0,9,0.21,0.73,0.0,0.0,1,208
189,1,9,0.3,0.82,0.0,0.0,0,209
Summary,1,9,0.39,0.43,0.0,0.03,1,209
– REST -based web services expose resources over,0,9,0.3,0.19,0.03,0.0,1,209
HTTP and allow specific,0,9,0.21,0.63,0.0,0.0,1,209
actions on them.,0,9,0.21,0.22,0.0,0.01,1,209
Creating and parsing,0,9,0.3,0.19,0.01,0.0,1,209
and are similar and involve creating a struct,0,9,0.21,0.42,0.0,0.0,1,209
XML JSON,0,9,0.21,0.38,0.0,0.0,1,209
■,0,4,0.11,0.17,0.0,0.01,0,209
and either generating (unmarshaling),0,9,0.3,0.19,0.01,0.0,1,209
"XML or JSON from it, or creating a struct",0,9,0.21,0.51,0.0,0.0,1,209
and extracting (marshaling),0,9,0.3,0.19,0.0,0.0,1,209
XML or JSON into it.,0,9,0.21,0.43,0.0,0.0,1,209
Testing your application,1,30,0.93,0.29,0.0,0.22,1,210
This chapter covers,1,12,0.67,0.11,0.22,0.01,1,210
The Go testing libraries,0,9,0.3,0.13,0.01,0.0,1,210
■,0,4,0.11,0.11,0.0,0.01,0,210
Unit testing,0,9,0.3,0.13,0.01,0.0,1,210
■,0,4,0.11,0.11,0.0,0.01,0,210
HTTP testing,0,9,0.3,0.13,0.01,0.0,1,210
■,0,4,0.11,0.11,0.0,0.01,0,210
Testing with dependency injection,0,9,0.3,0.13,0.01,0.0,1,210
■,0,4,0.11,0.11,0.0,0.01,0,210
Using third-party testing libraries,0,9,0.3,0.13,0.01,0.0,1,210
■,0,4,0.11,0.11,0.0,0.08,0,210
"Testing is one of the main critical activities in programming, but often it’s",0,9,0.21,0.14,0.08,0.0,0,210
neglected or left as an afterthought. Go provides basic testing capabilities that look,0,9,0.21,0.14,0.0,0.0,0,210
"surprisingly primitive, but as you’ll learn in this chapter, Go supplies the tools to",0,9,0.21,0.14,0.0,0.0,0,210
create the automated tests you need as a programmer. This chapter also covers the,0,9,0.21,0.14,0.0,0.0,0,210
"check and Ginkgo packages, popular Go testing libraries that extend the built-in",0,9,0.21,0.14,0.0,0.0,0,210
testing package.,0,9,0.3,0.14,0.0,0.0,1,210
As with the web application programming libraries we’ve explored in the previ-,0,9,0.21,0.17,0.0,0.0,0,210
"ous few chapters, Go provides only the fundamental tools. As a programmer you’ll",0,9,0.21,0.14,0.0,0.0,0,210
need to build on them to deliver the kind of tests that you need.,0,9,0.3,0.14,0.0,0.0,1,210
191,1,9,0.3,0.82,0.0,0.0,0,211
Unit testing with Go,1,9,0.39,0.39,0.0,0.02,1,211
8.1 Go and testing,1,12,0.54,0.07,0.02,0.01,1,211
Go offers a few testing-focused libraries in the standard library. The main test library is,0,9,0.21,0.14,0.01,0.0,0,211
"the testing package, which contains most of the functions you’ll see in this chapter.",0,9,0.21,0.14,0.0,0.0,0,211
net/http/,0,9,0.21,0.76,0.0,0.0,1,211
Another library that’s interesting for web application programming is the,0,9,0.21,0.14,0.0,0.0,0,211
httptest package. The httptest,0,9,0.3,0.14,0.0,0.0,1,211
"package, as the name suggests, is a library for testing",0,9,0.21,0.42,0.0,0.0,1,211
testing package.,0,9,0.21,0.43,0.0,0.0,1,211
web applications; it is based on the,0,9,0.3,0.14,0.0,0.0,1,211
Let’s look at the main testing,0,9,0.3,0.17,0.0,0.0,1,211
package first. It’s important to start here because,0,9,0.21,0.43,0.0,0.0,1,211
this package provides basic automated testing capabilities in Go. Once you under-,0,9,0.21,0.14,0.0,0.0,0,211
"stand the testing package, the",0,9,0.3,0.14,0.0,0.0,1,211
httptest package will make a whole lot more sense.,0,9,0.21,0.4,0.0,0.0,1,211
The testing package is used with the,0,9,0.3,0.17,0.0,0.0,1,211
go test command which is used on any Go,0,9,0.21,0.48,0.0,0.0,1,211
source files that end with,0,9,0.3,0.14,0.0,0.0,1,211
_test.go . Usually this corresponds with the name of the source,1,9,0.39,0.35,0.0,0.0,1,211
"code file you’re testing, although that’s not strictly necessary.",0,9,0.3,0.14,0.0,0.0,1,211
"If you have a server.go file, you should also have a server_test.go file that contains",0,9,0.21,0.17,0.0,0.0,0,211
all the tests you want to run on the server.go file. The server_test.go file must be in the,0,9,0.21,0.14,0.0,0.0,0,211
same package as the server.go file.,0,9,0.3,0.14,0.0,0.0,1,211
In the test file you create functions with the following form:,0,9,0.3,0.17,0.0,0.01,1,211
func Test Xxx (*testing.T) { … },1,7,0.44,0.14,0.01,0.01,1,211
where is any alphanumeric string in which the first letter is capitalized. When you,0,9,0.21,0.14,0.01,0.0,0,211
Xxx,1,7,0.35,0.2,0.0,0.01,0,211
"run the go test command in the console, this and other similar functions will be exe-",0,9,0.21,0.14,0.01,0.0,0,211
"Error , Fail , and other methods to indicate",0,9,0.21,0.49,0.0,0.0,1,211
cuted. Within these functions you can use,0,9,0.3,0.14,0.0,0.0,1,211
"test failure. If there’s no failure, the test for the function is considered to have passed.",0,9,0.21,0.14,0.0,0.0,0,211
Let’s take a closer look.,0,9,0.3,0.14,0.0,0.02,1,211
8.2 Unit testing with Go,1,12,0.54,0.07,0.02,0.01,1,211
"Unit testing, as the name indicates, is a kind of automated testing that provides confi-",0,9,0.21,0.14,0.01,0.0,0,211
dence that a unit (a modular part of a program) is correct. Although a unit often cor-,0,9,0.21,0.14,0.0,0.0,0,211
"responds to a function or a method, it doesn’t necessarily need to. A good gauge of",0,9,0.21,0.14,0.0,0.0,0,211
whether a part of a program is a unit is if it can be tested independently. A unit typi-,0,9,0.21,0.14,0.0,0.0,0,211
"cally takes in data and returns an output, and unit test cases correspondingly pass data",0,9,0.21,0.14,0.0,0.0,0,211
into the unit and check the resultant output to see if they meet the expectations. Unit,0,9,0.21,0.14,0.0,0.0,0,211
"tests are usually run in suites, which are groups of unit test cases to validate a particu-",0,9,0.21,0.14,0.0,0.0,0,211
lar behavior.,0,9,0.3,0.14,0.0,0.0,1,211
"In Go, unit test cases are written in _test.go files, grouped according to their func-",0,9,0.21,0.17,0.0,0.0,0,211
"tionality. Let’s take a look at a basic example in main.go, where you have a function",0,9,0.21,0.14,0.0,0.0,0,211
"that needs to be tested, shown in the following listing. You’ll reuse the code from the",0,9,0.21,0.14,0.0,0.0,0,211
JSON decoding example in listings 7.8 and 7.9.,0,9,0.3,0.14,0.0,0.0,1,211
192,1,9,0.39,0.06,0.0,0.0,0,212
Testing your application,1,9,0.39,0.4,0.0,0.0,1,212
C 8,1,7,0.26,0.32,0.0,0.0,0,212
HAPTER,1,6,0.33,0.33,0.0,0.03,1,212
Listing 8.1 Example JSON decoding,1,9,0.48,0.15,0.03,0.02,1,212
package main,0,7,0.26,0.13,0.02,0.02,1,212
import (,0,7,0.26,0.13,0.02,0.0,1,212
"""encoding/json""",0,7,0.26,0.13,0.0,0.0,1,212
"""fmt""",0,7,0.26,0.13,0.0,0.0,1,212
"""os""",0,7,0.26,0.13,0.0,0.0,1,212
),0,7,0.17,0.13,0.0,0.02,0,212
type Post struct {,0,7,0.26,0.13,0.02,0.0,1,212
"Id       int       `json:""id""`",0,7,0.26,0.13,0.0,0.0,1,212
"Content  string    `json:""content""`",0,7,0.26,0.13,0.0,0.0,1,212
"Author   Author    `json:""author""`",0,7,0.26,0.13,0.0,0.0,1,212
"Comments []Comment `json:""comments""`",0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.02,0,212
type Author struct {,0,7,0.26,0.13,0.02,0.0,1,212
"Id   int    `json:""id""`",0,7,0.26,0.13,0.0,0.0,1,212
"Name string `json:""name""`",0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.02,0,212
type Comment struct {,0,7,0.26,0.13,0.02,0.0,1,212
"Id      int    `json:""id""`",0,7,0.26,0.13,0.0,0.0,1,212
"Content string `json:""content""`",0,7,0.26,0.13,0.0,0.0,1,212
"Author  string `json:""author""`",0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.02,0,212
"func decode(filename string) (post Post, err error) {",0,7,0.26,0.13,0.02,0.0,1,212
"jsonFile, err := os.Open(filename)",0,7,0.26,0.13,0.0,0.0,1,212
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,212
"fmt.Println(""Error opening JSON file:"", err)",0,7,0.26,0.13,0.0,0.0,1,212
return,0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.0,0,212
defer jsonFile.Close(),0,7,0.26,0.13,0.0,0.02,1,212
Refactored decoding code into a separate,1,9,0.39,0.66,0.02,0.0,1,212
decoder := json.NewDecoder(jsonFile),0,7,0.26,0.13,0.0,0.0,1,212
err = decoder.Decode(&post),0,7,0.26,0.13,0.0,0.0,1,212
decode function,1,9,0.39,0.66,0.0,0.0,1,212
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,212
"fmt.Println(""Error decoding JSON:"", err)",0,7,0.26,0.13,0.0,0.0,1,212
return,0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.0,0,212
return,0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.02,0,212
func main() {,0,7,0.26,0.13,0.02,0.0,1,212
"_, err := decode(""post.json"")",0,7,0.26,0.13,0.0,0.0,1,212
if err != nil {,0,7,0.26,0.13,0.0,0.0,1,212
"fmt.Println(""Error:"", err)",0,7,0.26,0.13,0.0,0.0,1,212
},0,7,0.17,0.13,0.0,0.0,0,212
},0,7,0.17,0.13,0.0,0.02,0,212
decode function and moved the logic of opening the file,0,9,0.21,0.35,0.02,0.0,1,212
Here you refactored out a,0,9,0.3,0.13,0.0,0.0,1,212
decode from the main,0,9,0.21,0.63,0.0,0.0,1,212
and decoding it into a separate function. You then called,0,9,0.3,0.13,0.0,0.0,1,212
"function, rather than placing all of the logic inside the main function. This is an",0,9,0.21,0.13,0.0,0.0,0,212
193,1,9,0.3,0.82,0.0,0.0,0,213
Unit testing with Go,1,9,0.39,0.39,0.0,0.03,1,213
important point: although most of the time you focus on writing code that imple-,0,9,0.21,0.14,0.03,0.0,0,213
"ments features and delivery functionality, it’s equally important that the code be test-",0,9,0.21,0.14,0.0,0.0,0,213
able. This often requires some form of design thinking before writing the program.,0,9,0.21,0.14,0.0,0.0,0,213
Keep in mind that testing is a critical part of writing software programs. I’ll come back,0,9,0.21,0.14,0.0,0.0,0,213
to this point later in this chapter.,0,9,0.3,0.14,0.0,0.0,1,213
"As a reminder, the following listing is the",0,9,0.3,0.17,0.0,0.0,1,213
JSON file you parsed in chapter 7.,0,9,0.21,0.51,0.0,0.03,1,213
Listing 8.2 The post.json file that you parsed,1,9,0.48,0.17,0.03,0.02,1,213
{,0,7,0.17,0.14,0.02,0.0,0,213
"""id"" : 1,",0,7,0.26,0.14,0.0,0.0,1,213
"""content"" : ""Hello World!"",",0,7,0.26,0.14,0.0,0.0,1,213
"""author"" : {",0,7,0.26,0.14,0.0,0.0,1,213
"""id"" : 2,",0,7,0.26,0.14,0.0,0.0,1,213
"""name"" : ""Sau Sheong""",0,7,0.26,0.14,0.0,0.0,1,213
"},",0,7,0.17,0.14,0.0,0.0,0,213
"""comments"" : [",0,7,0.26,0.14,0.0,0.0,1,213
{,0,7,0.17,0.14,0.0,0.0,0,213
"""id"" : 3,",0,7,0.26,0.14,0.0,0.0,1,213
"""content"" : ""Have a great day!"",",0,7,0.26,0.14,0.0,0.0,1,213
"""author"" : ""Adam""",0,7,0.26,0.14,0.0,0.0,1,213
"},",0,7,0.17,0.14,0.0,0.0,0,213
{,0,7,0.17,0.14,0.0,0.0,0,213
"""id"" : 4,",0,7,0.26,0.14,0.0,0.0,1,213
"""content"" : ""How are you today?"",",0,7,0.26,0.14,0.0,0.0,1,213
"""author"" : ""Betty""",0,7,0.26,0.14,0.0,0.0,1,213
},0,7,0.17,0.14,0.0,0.0,0,213
],0,7,0.17,0.14,0.0,0.0,0,213
},0,7,0.17,0.14,0.0,0.02,0,213
Now let’s look at the main_test.go file.,0,9,0.3,0.14,0.02,0.03,1,213
Listing 8.3 Test file for main.go,1,9,0.48,0.17,0.03,0.02,1,213
package main,0,7,0.26,0.14,0.02,0.0,1,213
Tests files are in same,1,9,0.39,0.47,0.0,0.0,1,213
package as tested functions,1,9,0.39,0.47,0.0,0.0,1,213
import (,0,7,0.26,0.14,0.0,0.0,1,213
"""testing""",0,7,0.26,0.14,0.0,0.0,1,213
),0,7,0.17,0.14,0.0,0.01,0,213
Calls the function,1,9,0.39,0.61,0.01,0.0,1,213
func TestDecode(t *testing.T) {,0,7,0.26,0.14,0.0,0.0,1,213
that’s tested,1,9,0.39,0.61,0.0,0.0,1,213
"post, err := decode(""post.json"")",0,7,0.26,0.14,0.0,0.0,1,213
if err != nil {,0,7,0.26,0.14,0.0,0.0,1,213
t.Error(err),0,7,0.26,0.14,0.0,0.0,1,213
},0,7,0.17,0.14,0.0,0.0,0,213
if post.Id != 1 {,0,7,0.26,0.14,0.0,0.0,1,213
"Checks if results are expected; if not, flag",1,9,0.39,0.72,0.0,0.0,1,213
"t.Error(""Wrong id, was expecting 1 but got"", post.Id)",0,7,0.26,0.14,0.0,0.0,1,213
},0,7,0.17,0.14,0.0,0.0,0,213
error messages.,1,9,0.39,0.72,0.0,0.0,1,213
"if post.Content != ""Hello World!"" {",0,7,0.26,0.14,0.0,0.0,1,213
"t.Error(""Wrong content, was expecting 'Hello World!' but got"",",0,7,0.26,0.14,0.0,0.0,1,213
➥,0,10,0.23,0.18,0.0,0.0,0,213
post.Content),0,7,0.26,0.2,0.0,0.0,1,213
},0,7,0.17,0.14,0.0,0.0,0,213
},0,7,0.17,0.14,0.0,0.0,0,213
194,1,9,0.39,0.06,0.0,0.0,0,214
Testing your application,1,9,0.39,0.4,0.0,0.0,1,214
C 8,1,7,0.26,0.32,0.0,0.0,0,214
HAPTER,1,6,0.33,0.33,0.0,0.02,1,214
Skips the test altogether,1,9,0.39,0.6,0.02,0.0,1,214
func TestEncode(t *testing.T) {,0,7,0.26,0.13,0.0,0.0,1,214
"t.Skip(""Skipping encoding for now"")",0,7,0.26,0.13,0.0,0.0,1,214
},0,7,0.17,0.13,0.0,0.02,0,214
Notice that the test file is in the same package as the program file. In this example,0,9,0.21,0.13,0.02,0.0,0,214
you’ll only use the testing,0,9,0.3,0.13,0.0,0.0,1,214
"package, so that’s the only package you’ll be importing.",0,9,0.21,0.36,0.0,0.0,1,214
The function TestDecode,0,9,0.3,0.13,0.0,0.0,1,214
"takes in a parameter, t , that’s a pointer to a",0,9,0.21,0.35,0.0,0.0,1,214
testing.T,0,9,0.21,0.74,0.0,0.01,1,214
decode function. The,0,9,0.21,0.65,0.01,0.0,1,214
struct. This is a test case that represents the unit testing of the,0,9,0.3,0.13,0.0,0.0,1,214
"testing.T struct is one of the two main structs in the package, and it’s the main struct",0,9,0.21,0.13,0.0,0.0,0,214
that you’ll be using to call out any failures or errors.,0,9,0.3,0.13,0.0,0.0,1,214
The testing.T struct has a number of useful functions:,0,9,0.3,0.15,0.0,0.01,1,214
Log —Similar to fmt.Println,0,9,0.3,0.18,0.01,0.0,1,214
; records the text in the error log.,0,9,0.21,0.42,0.0,0.0,1,214
■,0,4,0.11,0.15,0.0,0.01,0,214
Logf —Similar to fmt.Printf,0,9,0.3,0.18,0.01,0.0,1,214
. It formats its arguments according to the given,0,9,0.21,0.42,0.0,0.0,1,214
■,0,4,0.11,0.15,0.0,0.01,0,214
format and records the text in the error log.,0,9,0.3,0.18,0.01,0.01,1,214
Fail —Marks the test function as having failed but allows the execution to,0,9,0.21,0.18,0.01,0.0,0,214
■,0,4,0.11,0.15,0.0,0.01,0,214
continue.,0,9,0.3,0.18,0.01,0.01,1,214
FailNow —Marks the test function as having failed and stops its execution.,0,9,0.21,0.18,0.01,0.0,0,214
■,0,4,0.11,0.15,0.0,0.02,0,214
"There are also a few convenience functions that combine these functions, as shown in",0,9,0.21,0.13,0.02,0.0,0,214
figure 8.1.,0,9,0.3,0.13,0.0,0.03,1,214
testing.T,1,8,0.37,0.7,0.03,0.0,1,214
Log Logf Figure 8.1,1,7,0.35,0.26,0.0,0.0,1,214
Convenience functions in,1,7,0.35,0.52,0.0,0.0,1,214
", with",1,7,0.35,0.78,0.0,0.0,1,214
each cell representing a single function. The functions in,1,7,0.35,0.44,0.0,0.0,1,214
Fail Error Errorf,0,7,0.26,0.16,0.0,0.0,1,214
"the white cells are combination functions. For example,",1,7,0.35,0.44,0.0,0.0,1,214
Error,1,8,0.37,0.47,0.0,0.0,1,214
Fail,1,8,0.37,0.78,0.0,0.0,1,214
the function is a combination of calling the,1,7,0.35,0.44,0.0,0.0,1,214
FailNow Fatal Fatalf,0,7,0.26,0.15,0.0,0.0,1,214
Log,1,8,0.28,0.61,0.0,0.0,0,214
"function, followed by the function.",1,7,0.35,0.44,0.0,0.03,1,214
"In figure 8.1, the Error function is a combination of calling the",0,9,0.3,0.13,0.03,0.0,1,214
"Log function, followed",0,9,0.21,0.64,0.0,0.0,1,214
by the Fail function. The,0,9,0.3,0.13,0.0,0.0,1,214
Fatal function is a combination of calling the,0,9,0.21,0.34,0.0,0.0,1,214
Log function,0,9,0.21,0.72,0.0,0.0,1,214
followed by the FailNow,0,9,0.3,0.13,0.0,0.0,1,214
function.,0,9,0.21,0.33,0.0,0.0,1,214
"decode function normally, and then test the",0,9,0.21,0.45,0.0,0.0,1,214
In the test function you call the,0,9,0.3,0.15,0.0,0.0,1,214
"Fail , FailNow ,",0,9,0.21,0.7,0.0,0.0,1,214
"results. If the results aren’t what you expect, you can call any of the",0,9,0.21,0.13,0.0,0.0,0,214
"Error, Errorf, Fatal",0,9,0.3,0.13,0.0,0.0,1,214
", or Fatalf functions accordingly. The",0,9,0.21,0.33,0.0,0.0,1,214
"Fail function, as",0,9,0.21,0.68,0.0,0.0,1,214
"you’ve probably guessed, tells you that the test case has failed but allows you to con-",0,9,0.21,0.13,0.0,0.0,0,214
FailNow function is stricter and,0,9,0.21,0.56,0.0,0.0,1,214
tinue the execution of the rest of the test case. The,0,9,0.3,0.13,0.0,0.0,1,214
Fail and FailNow only affect the test case,0,9,0.21,0.47,0.0,0.0,1,214
exits the test case once it’s encountered.,0,9,0.3,0.13,0.0,0.0,1,214
"they’re in—in this case, the TestDecode test case.",0,9,0.3,0.13,0.0,0.0,1,214
"Run the TestDecode test case now. In the console, run this command in the direc-",0,9,0.21,0.15,0.0,0.0,0,214
tory where the main_test.go file is:,0,9,0.3,0.13,0.0,0.01,1,214
go test,0,7,0.26,0.13,0.01,0.01,1,214
"This will execute all _test.go files in the same directory, and you should see something",0,9,0.21,0.13,0.01,0.0,0,214
like this (assuming the files are in a directory named unit_testing):,0,9,0.3,0.13,0.0,0.01,1,214
PASS,0,7,0.26,0.13,0.01,0.0,1,214
ok    unit_testing  0.004s,0,7,0.26,0.13,0.0,0.0,1,214
195,1,9,0.3,0.82,0.0,0.0,0,215
Unit testing with Go,1,9,0.39,0.39,0.0,0.03,1,215
-v ),0,9,0.21,0.82,0.03,0.0,1,215
"It’s not very descriptive, so if you want more information, you can use the verbose (",0,9,0.21,0.14,0.0,0.0,0,215
